remove_least_influential_first_Metrics.ACCURACY,remove_most_influential_first_Metrics.ACCURACY,axis,method,dataset,noise_rate,model
0.762333333492279,0.7676666378974915,0.0,RandomEvaluator(),pol,0.05,logistic_regression
0.765333354473114,0.7663333415985107,0.05,RandomEvaluator(),pol,0.05,logistic_regression
0.7723333239555359,0.7476666569709778,0.1,RandomEvaluator(),pol,0.05,logistic_regression
0.7583333253860474,0.7409999966621399,0.15,RandomEvaluator(),pol,0.05,logistic_regression
0.7440000176429749,0.75,0.2,RandomEvaluator(),pol,0.05,logistic_regression
0.737333357334137,0.7423333525657654,0.25,RandomEvaluator(),pol,0.05,logistic_regression
0.7293333411216736,0.7276666760444641,0.3,RandomEvaluator(),pol,0.05,logistic_regression
0.7223333120346069,0.7319999933242798,0.35,RandomEvaluator(),pol,0.05,logistic_regression
0.721666693687439,0.7133333086967468,0.4,RandomEvaluator(),pol,0.05,logistic_regression
0.7183333039283752,0.7390000224113464,0.45,RandomEvaluator(),pol,0.05,logistic_regression
0.718999981880188,0.7133333086967468,0.5,RandomEvaluator(),pol,0.05,logistic_regression
0.7006666660308838,0.6949999928474426,0.55,RandomEvaluator(),pol,0.05,logistic_regression
0.6970000267028809,0.7133333086967468,0.6,RandomEvaluator(),pol,0.05,logistic_regression
0.6753333210945129,0.7116666436195374,0.65,RandomEvaluator(),pol,0.05,logistic_regression
0.7093333601951599,0.718666672706604,0.7,RandomEvaluator(),pol,0.05,logistic_regression
0.687666654586792,0.7096666693687439,0.75,RandomEvaluator(),pol,0.05,logistic_regression
0.6516666412353516,0.7170000076293945,0.8,RandomEvaluator(),pol,0.05,logistic_regression
0.6266666650772095,0.67166668176651,0.85,RandomEvaluator(),pol,0.05,logistic_regression
0.5853333473205566,0.6083333492279053,0.9,RandomEvaluator(),pol,0.05,logistic_regression
0.6066666841506958,0.6023333072662354,0.95,RandomEvaluator(),pol,0.05,logistic_regression
0.7536666393280029,0.7726666927337646,0.0,InfluenceSubsample(num_models=1000),pol,0.05,logistic_regression
0.7509999871253967,0.781333327293396,0.05,InfluenceSubsample(num_models=1000),pol,0.05,logistic_regression
0.7586666941642761,0.7763333320617676,0.1,InfluenceSubsample(num_models=1000),pol,0.05,logistic_regression
0.7409999966621399,0.7620000243186951,0.15,InfluenceSubsample(num_models=1000),pol,0.05,logistic_regression
0.7400000095367432,0.7543333172798157,0.2,InfluenceSubsample(num_models=1000),pol,0.05,logistic_regression
0.7273333072662354,0.75,0.25,InfluenceSubsample(num_models=1000),pol,0.05,logistic_regression
0.7263333201408386,0.7450000047683716,0.3,InfluenceSubsample(num_models=1000),pol,0.05,logistic_regression
0.7409999966621399,0.7366666793823242,0.35,InfluenceSubsample(num_models=1000),pol,0.05,logistic_regression
0.7356666922569275,0.7509999871253967,0.4,InfluenceSubsample(num_models=1000),pol,0.05,logistic_regression
